maiorAtraso,margemBrutaAcumulada,titulosEmAberto,valorSolicitado,totalAtivo,faturamentoBruto,capitalSocial,RiscoMuitoBaixo,RiscoMedio,RiscoAlto,Restricoes_Bin,MEEPPMEI,EMP_5_ANOS,EMP_10_ANOS,EMP_16_ANOS,EMP_17_ANOS_MAIS,cluster
5,0.2364903704,33750.0,150000,2240391.0,6015051.0,100000.0,0,1,0,0,1,1,0,0,0,0
29,0.3968651121,1218.01,7000,0.0,1487164.0,200000.0,0,0,1,0,1,1,0,0,0,0
5,0.3213507788,31906.0,100000,8572626.0,2449765600.0,250000.0,1,0,0,0,0,0,1,0,0,3
20,0.44687686,9651.5,10000,366123.0,362426.0,88000.0,0,0,1,0,1,1,0,0,0,0
27,0.4292453492,18700.68,80000,0.0,3354619.0,2000.0,0,0,0,0,1,0,0,1,0,2
5,0.3941183759,0.0,1600000,34309612.0,12039047.0,4500000.0,1,0,0,0,0,0,0,0,1,1
0,0.0,0.0,50000,0.0,1391760.0,88000.0,0,1,0,0,1,1,0,0,0,0
3,0.343995435,14232.1,50000,0.0,3047524.0,20000.0,0,0,0,0,0,0,0,0,1,1
42,0.0,0.0,700000,3634506000.0,6426115000.0,511903186.0,0,0,0,1,0,0,1,0,0,3
4,0.4758011952,10866.66,50000,10402312.0,5480996.0,500000.0,1,0,0,0,0,0,0,0,1,1
2,0.0,0.0,80000,8262368.0,9494705.0,700000.0,0,0,0,0,1,0,0,0,1,1
8,0.0,0.0,48000,0.0,1868950.0,78800.0,0,0,0,0,1,0,1,0,0,3
8,0.5270247688,0.0,30000,0.0,13386.0,200000.0,0,1,0,0,0,0,1,0,0,3
6,0.0,0.0,40000,417355.0,1016484.0,90000.0,0,1,0,0,1,1,0,0,0,0
21,0.611512746,0.0,75000,2629647.0,5039206.0,150000.0,0,0,0,0,1,0,0,1,0,2
4,0.5579184862,4580.0,60000,2035181.0,826219.0,2985000.0,0,1,0,0,1,0,0,0,1,1
6,0.3179461769,12820.66,51000,1666109.0,3051901.0,30000.0,0,0,0,0,0,1,0,0,0,0
0,0.4082722376,30550.01,41500,974161.0,1827429.0,10000.0,1,0,0,0,0,0,0,1,0,2
40,0.1796738773,0.0,4000000,1014226000.0,1738315000.0,65000000.0,0,0,0,1,0,0,0,0,1,1
19,0.0,0.0,50000,728846.0,1249651.0,100000.0,0,1,0,0,1,0,0,1,0,2
3,0.3087965651,0.0,50000,1074895.0,852803.0,0.0,0,1,0,0,1,1,0,0,0,0
22,0.3526450637,18185.3,100000,4256415.0,4354907.0,180000.0,0,1,0,0,1,0,1,0,0,3
3,0.3075567716,0.0,170000,61873507.0,250124440.0,5300000.0,1,0,0,0,0,0,0,0,1,1
0,0.4437264601,29470.0,64000,2336761.0,2510579.0,150000.0,0,0,0,0,1,1,0,0,0,0
24,0.4328727165,49972.04,250000,4774632.0,10354594.0,600000.0,1,0,0,0,0,0,1,0,0,3
0,0.6436423155,12924.0,45000,2268396.0,3421183.0,70000.0,0,0,0,0,1,1,0,0,0,0
629,0.3560265219,0.0,50000,0.0,3247642.0,20000.0,0,0,0,0,0,0,0,0,1,1
68,0.4865872793,0.0,60000,3759418.0,3089317.0,360000.0,0,0,0,0,1,0,1,0,0,3
2,0.0,0.0,80000,1468975000.0,2711601000.0,4100000000.0,1,0,0,0,0,0,0,0,1,1
16,0.3893110432,0.0,40000,0.0,4514564.0,80000.0,0,0,0,0,0,0,0,0,1,1
3,0.6082043556,0.0,60000,1172209.0,4438768.0,150000.0,1,0,0,0,0,0,0,0,1,1
3,0.3833562159,0.0,30000,0.0,1260912.0,100000.0,0,1,0,0,1,1,0,0,0,0
3,0.5376810295,31059.15,300000,3622898.0,17591660.0,1000000.0,0,0,0,1,0,0,1,0,0,3
5,0.2104147059,0.0,50000,1229847.0,2833660.0,200000.0,0,1,0,0,1,1,0,0,0,0
24,0.4205560185,69643.75,120000,816710.0,2504625.0,30000.0,0,0,0,0,0,0,1,0,0,3
4,0.0,0.0,700000,315477003.0,248078280.0,2000000.0,0,0,0,0,0,1,0,0,0,0
2,0.0,0.0,30000,914480.0,1409254.0,80000.0,0,1,0,1,1,1,0,0,0,0
103,0.4744776638,0.0,15000,0.0,3935599.0,99800.0,0,1,0,1,1,0,0,0,1,1
0,0.1976059322,0.0,50000,35695052.0,97107584.0,5400000.0,1,0,0,0,0,0,1,0,0,3
17,0.3594557077,0.0,85000,6841080.0,4344298.0,400000.0,0,0,0,0,1,0,0,0,1,1
9,0.3551979679,452385.76,1000000,26038522.0,21628319.0,1010000.0,0,0,0,0,0,0,0,1,0,2
0,0.5087101857,0.0,40000,0.0,627936.0,300000.0,0,0,0,0,0,1,0,0,0,0
42,0.378283575,66500.0,800000,38448213.0,81491476.0,1000000.0,0,0,0,0,0,0,0,0,1,1
5,0.4305845627,44800.0,50000,3204216.0,2303078.0,10000.0,1,0,0,0,0,0,0,0,1,1
0,0.5894623188,0.0,50000,1000451.0,935516.0,30000.0,0,1,0,1,0,0,1,0,0,3
0,0.0,0.0,15000,1288606.0,187189.0,55000.0,0,0,0,0,0,0,1,0,0,3
0,0.5098565154,0.0,10000,184762.0,484340.0,130000.0,0,0,0,0,0,1,0,0,0,0
20,0.4599776349,0.0,10000,0.0,8009003.0,1000000.0,0,0,0,1,0,0,0,1,0,2
50,0.5448893773,34125.0,80000,4100394.0,5903213.0,300000.0,0,0,0,0,0,1,0,0,0,0
47,0.3262416324,9600.0,50000,421413.0,10116825.0,1500000.0,0,1,0,0,0,1,0,0,0,0
15,0.4295009528,297070.04,800000,17185190.0,37728871.0,1900000.0,0,0,0,0,0,0,0,0,1,1
12,0.2910142606,0.0,30000,0.0,3060377.0,100000.0,0,0,0,0,1,0,0,1,0,2
20,0.2727318402,0.0,20000,3172256.0,3799042.0,300000.0,0,1,0,0,1,0,1,0,0,3
2,0.0,0.0,600000,12075866.0,17496592.0,2500000000.0,0,0,0,1,0,0,0,0,1,1
86,0.5169767769,0.0,15000,3143014.0,4011136.0,100000.0,0,0,0,0,0,0,1,0,0,3
3,0.3568127276,0.0,30000,1232947.0,2136926.0,100000.0,0,0,0,1,0,0,0,0,1,1
449,0.3599072196,7275.0,35000,2916972.0,8482100.0,1250000.0,1,0,0,0,0,0,0,0,1,1
0,0.5121195341,129146.0,300000,121270000.0,279279000.0,27086664.0,1,0,0,0,0,0,0,0,1,1
5,0.0,0.0,150000,8269878.0,8802152.0,800000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,50000,6973344.0,15175917.0,20000.0,1,0,0,0,0,0,0,1,0,2
61,0.291586087,0.0,600000,36734893.0,82215873.0,1000000.0,0,0,0,0,0,0,0,0,1,1
41,0.2972029321,2880.0,25000,0.0,479212.0,10000.0,0,1,0,0,0,0,1,0,0,3
0,0.0,0.0,168000,1881949.0,9601280.0,800000.0,1,0,0,0,0,0,1,0,0,3
19,0.0,0.0,20000,0.0,5880123.0,200000.0,0,1,0,0,1,0,0,1,0,2
4,0.6278513413,318300.0,390000,7986537.0,28328845.0,500000.0,1,0,0,0,0,0,0,0,1,1
66,0.3798407985,2140954.39,2700000,1118741126.0,818740879.0,498890279.0,0,1,0,1,0,0,1,0,0,3
4,0.6247772648,0.0,100000,3059460.0,1853291.0,20000.0,0,0,0,0,0,0,1,0,0,3
80,0.0,0.0,250000,38977996.0,12177122.0,500000.0,0,1,0,0,1,0,0,0,1,1
390,0.0,0.0,3000000,239925713.0,368594111.0,0.0,0,0,0,0,0,0,1,0,0,3
4,0.3030825028,0.0,30000,35695052.0,97107584.0,5400000.0,1,0,0,0,0,0,0,1,0,2
116,0.4615279655,3197.37,30000,199566.0,2749829.0,10000.0,1,0,0,0,0,0,0,1,0,2
52,0.0,0.0,350000,53984264.0,211173785.0,3600000.0,0,0,0,0,0,0,0,0,1,1
484,0.5662969152,19973.34,100000,25652823.0,26725224.0,2000000.0,0,1,0,0,0,1,0,0,0,0
0,0.5817051952,0.0,30000,8076394.0,13136151.0,1000000.0,0,0,0,0,1,0,0,0,1,1
61,0.0,0.0,25000,1624630.0,795073.0,200000.0,0,0,0,0,0,0,1,0,0,3
7,0.0,0.0,35000,0.0,2669836.0,100000.0,0,0,0,0,0,0,0,1,0,2
42,0.0,0.0,1200000,12758967.0,43053130.0,100000.0,1,0,0,0,0,0,0,0,1,1
9,0.4165665567,0.0,300000,1953442.0,2361446.0,200000.0,0,1,0,0,1,1,0,0,0,0
0,0.0,0.0,49900,11194331.0,9295986.0,20000.0,1,0,0,0,0,0,0,1,0,2
3,0.3178338035,31150.67,50000,3778276.0,12992593.0,5000.0,1,0,0,0,0,0,0,1,0,2
2,0.5502136472,59049.47,60000,2458528.0,2172120.0,400000.0,1,0,0,0,0,0,0,0,1,1
36,0.4331483051,11800.0,70000,15179855.0,59829251.0,2600000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,200000,20923797.0,17800826.0,399900.0,0,0,0,0,0,1,0,0,0,0
0,0.3873518703,12126.09,150000,15576794.0,56221961.0,1000000.0,0,0,0,0,0,0,1,0,0,3
23,0.4693508774,214793.66,300000,9629144.0,33453829.0,750000.0,0,0,0,0,0,0,0,0,1,1
68,0.0,0.0,50000,172351000.0,289845000.0,211727313.0,0,1,0,1,0,0,0,0,1,1
0,0.5505408805,0.0,55000,0.0,18018358.0,93700.0,0,0,0,0,1,1,0,0,0,0
7,0.5324386574,650774.72,1200000,18884418.0,18743895.0,350000.0,0,0,0,0,0,1,0,0,0,0
124,0.3646372764,508121.72,900000,17558011.0,49725936.0,1502000.0,0,0,0,0,1,0,0,0,1,1
6,0.2555362562,0.0,150000,7773955.0,0.0,1800000.0,0,0,0,0,0,0,0,0,1,1
0,0.5932890127,12560.0,55000,251131.0,185198.0,99800.0,0,1,0,0,1,1,0,0,0,0
3,0.307470984,0.0,30000,1434947.0,2524427.0,100000.0,0,0,0,0,1,0,1,0,0,3
0,0.0,5250.0,20000,197106.0,869690.0,60000.0,0,0,0,0,0,1,0,0,0,0
21,0.2376033887,12509.91,60800,2155318.0,4482306.0,200000.0,0,0,0,0,0,0,0,1,0,2
17,0.4085929329,30720.0,200000,135399753.0,225787476.0,19688456.0,0,0,0,0,0,0,0,1,0,2
0,0.4563209877,0.0,15000,903599.0,781827.0,105000.0,0,1,0,1,1,0,1,0,0,3
0,0.3328989323,0.0,50000,1195021.0,1828499.0,140000.0,0,0,0,0,1,0,1,0,0,3
43,0.4938083199,0.0,300000,3224797.0,1981208.0,100000.0,0,0,0,0,1,0,0,1,0,2
0,0.3313376349,0.0,20000,202673.0,1043423.0,80000.0,0,1,0,0,1,1,0,0,0,0
2,0.2606411612,158627.16,220000,5806308.0,2047885.0,0.0,1,0,0,0,0,0,1,0,0,3
0,0.0,0.0,100000,2238975.0,5173808.0,592600.0,1,0,0,0,0,0,0,0,1,1
15,0.4665997691,0.0,30000,0.0,4534558.0,30000.0,0,1,0,0,0,1,0,0,0,0
88,0.4064818221,49131.24,400000,16522012.0,35487976.0,4000000.0,0,0,0,0,0,0,0,0,1,1
6,0.4315224568,41017.32,100000,1843983.0,1792089.0,850000.0,0,1,0,0,0,1,0,0,0,0
15,0.3603389469,108440.0,300000,10568169.0,17327777.0,200000.0,0,0,0,1,0,0,1,0,0,3
5,0.4050872901,46501.19,30000,0.0,233846.0,0.0,0,0,0,0,1,0,0,0,1,1
20,0.4317631226,1180370.61,1500000,25461965.0,51244958.0,4000000.0,0,0,0,0,0,0,0,1,0,2
25,0.3716760334,176480.0,300000,1937372.0,12123699.0,220000.0,0,0,0,0,0,0,0,1,0,2
5,0.4242667615,182860.0,348000,5772110.0,10637253.0,60000.0,1,0,0,0,0,0,0,1,0,2
30,0.0981947592,776.0,60000,60042688.0,110174190.0,150000.0,0,0,0,1,0,0,0,0,1,1
26,0.5190625,37080.0,200000,64975246.0,41345823.0,2500000.0,0,0,0,0,0,0,0,0,1,1
3,0.6251693079,0.0,200000,0.0,1000000.0,20000.0,0,0,0,0,0,1,0,0,0,0
0,0.2970100708,0.0,60000,1295046.0,3684693.0,150000.0,0,0,0,0,1,1,0,0,0,0
2,0.5753678955,39595.25,200000,36988020.0,143937778.0,189000.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,100000,18034895.0,20442472.0,500000.0,0,0,0,0,1,0,0,0,1,1
22,0.3364757571,24655.27,40000,2566724.0,4789045.0,100000.0,0,1,0,0,1,0,1,0,0,3
0,0.3025016293,0.0,15000,0.0,645101.0,50000.0,0,0,0,0,0,0,1,0,0,3
6,0.4367960702,21826.38,93000,6764549.0,13676139.0,700000.0,1,0,0,0,0,0,0,0,1,1
0,0.264198252,0.0,90000,293883.0,15545319.0,90000.0,0,0,0,0,0,1,0,0,0,0
3,0.585355829,0.0,20000,0.0,2352393.0,90000.0,0,0,0,0,0,0,1,0,0,3
3,0.261576307,0.0,50000,1018175.0,486876.0,20000.0,0,1,0,0,0,0,1,0,0,3
0,0.0,0.0,10000,0.0,480638.0,100000.0,0,1,0,0,1,0,1,0,0,3
25,0.5977435897,11895.0,190000,11201194.0,16203653.0,0.0,0,0,0,0,0,0,0,0,1,1
4,0.0,0.0,20000,8062821.0,7234002.0,500000.0,0,1,0,0,1,1,0,0,0,0
27,0.0,0.0,10000,241533.0,496968.0,20000.0,0,1,0,0,0,1,0,0,0,0
3,0.0,0.0,17000,191251.0,68529.0,150000.0,0,1,0,1,1,1,0,0,0,0
33,0.4805995401,0.0,80000,61892360.0,14515702.0,3000000.0,0,0,0,0,0,0,0,0,1,1
5,0.5117253784,87561.0,1200000,47681814.0,29142843.0,1200000.0,1,0,0,0,0,0,1,0,0,3
3,0.5646507051,24224.33,120000,8614219.0,10723354.0,150000.0,0,0,0,0,1,0,0,0,1,1
0,0.5438025018,0.0,130000,27866216.0,101606651.0,100000.0,0,0,0,0,0,1,0,0,0,0
0,0.3442487768,0.0,100000,92770.0,236324.0,30000.0,0,0,0,0,0,0,1,0,0,3
52,0.4629706238,0.0,20000,0.0,592041.0,530000.0,0,0,0,0,0,0,1,0,0,3
0,0.0,0.0,20000,45995467.0,0.0,2500000.0,0,1,0,0,0,1,0,0,0,0
196,0.3645702294,21067.2,35000,3839849.0,5752872.0,110000.0,0,1,0,0,1,0,0,0,1,1
0,0.5803534392,0.0,300000,0.0,4945926000.0,502072686.0,0,0,0,1,0,0,1,0,0,3
12,0.4274817554,1005183.34,1700000,32374979.0,22568218.0,0.0,0,0,0,0,0,0,1,0,0,3
8,0.5741542772,40293.08,1500000,56131518.0,199951733.0,1000000.0,0,1,0,0,1,1,0,0,0,0
0,0.437079798,29700.0,80000,1928375.0,1830596.0,100000.0,0,0,0,0,1,0,0,0,1,1
5,0.3961165076,0.0,30000,0.0,79408.0,300000.0,0,0,1,0,1,1,0,0,0,0
5,0.0,0.0,40000,35273111.0,44587276.0,200000.0,1,0,0,0,0,0,1,0,0,3
3,0.6457560464,0.0,80000,0.0,10656783.0,171000.0,0,0,0,0,0,0,0,0,1,1
8,0.3897275988,20966.63,80000,1516780.0,4126329.0,300000.0,0,0,0,0,1,0,1,0,0,3
12,0.0,0.0,1200000,22473479.0,22672468.0,6000000.0,0,0,0,0,0,0,0,0,1,1
3,0.3697598764,0.0,30000,2510617.0,5578905.0,251000.0,1,0,0,0,0,0,0,0,1,1
6,0.3537732052,31876.9,75000,1310153.0,3373176.0,133000.0,0,0,0,0,1,0,0,1,0,2
0,0.0,0.0,4000000,9014692403.0,16199978.0,0.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,99999,3592780.0,4404736.0,200000.0,0,0,0,0,1,1,0,0,0,0
18,0.6915,0.0,30000,3452933.0,7876900.0,900000.0,0,0,0,0,1,0,0,1,0,2
22,0.6681595223,0.0,20000,767905.0,0.0,20000.0,0,1,0,0,0,1,0,0,0,0
0,0.0,0.0,100000,26076351.0,1577219.0,1342240000.0,1,0,0,1,0,0,1,0,0,3
17,0.5233159885,0.0,100000,2315834.0,5074536.0,300000.0,0,1,0,0,1,1,0,0,0,0
3,0.4187536687,50160.0,170000,10622445.0,10228874.0,1.0,1,0,0,0,0,0,0,0,1,1
33,0.0,0.0,65000,147644.0,11341875.0,1000000.0,0,0,0,0,0,0,1,0,0,3
18,0.0,0.0,50000,4458018.0,4472773.0,500000.0,1,0,0,0,0,0,0,0,1,1
27,0.4003673183,33276.0,50000,4744992.0,4765169.0,140000.0,0,0,0,0,0,0,0,1,0,2
42,0.5460134718,18620.2,45000,63472665.0,13209086.0,3000000.0,0,0,0,0,1,0,0,0,1,1
18,0.4211230896,0.0,80000,9714814.0,8275617.0,99000.0,0,0,0,0,1,0,1,0,0,3
2,0.0,0.0,30000,141453.0,125572.0,10000.0,0,1,0,0,1,1,0,0,0,0
3,0.2939644657,47267.3,600000,12637115.0,47870169.0,3000000.0,1,0,0,0,0,0,1,0,0,3
2,0.5384675313,0.0,30000,2290299.0,939895.0,100000.0,0,0,0,0,0,0,0,0,1,1
9,0.3790929939,0.0,377000,6067268.0,18190968.0,150000.0,1,0,0,0,0,0,0,0,1,1
0,0.0,0.0,10000,7050379.0,4413091.0,500000.0,1,0,0,0,0,0,0,0,1,1
10,0.376920331,12373.03,65000,0.0,3159084.0,100000.0,0,0,0,0,0,0,0,0,1,1
109,0.440212599,4200.0,45000,2342589.0,4626592.0,100000.0,0,0,0,0,0,0,1,0,0,3
0,0.49803881,0.0,20000,673490.0,169235.0,45000.0,0,0,0,0,0,0,0,0,1,1
0,0.6744726277,3960.0,300000,56009882.0,120491244.0,150000.0,1,0,0,0,0,0,0,0,1,1
128,0.3418213318,0.0,500000,43489332.0,27495371.0,580000.0,0,0,0,0,0,0,0,1,0,2
0,0.5250416667,3600.0,30000,585968000.0,589374000.0,475656039.0,1,0,0,1,0,0,0,0,1,1
3,0.4444104952,3310.89,70000,12139199.0,8930896.0,300000.0,0,1,0,0,1,1,0,0,0,0
64,0.3967381275,90626.5,200000,12774152.0,21492072.0,40000.0,0,0,0,0,0,0,0,0,1,1
17,0.3484855989,87477.43,300000,11791851.0,20764273.0,900000.0,0,0,0,0,0,0,1,0,0,3
35,0.5733283555,0.0,20000,4935858.0,19154948.0,550000.0,0,0,0,0,0,0,0,0,1,1
26,0.4276609899,15074.1,110000,540261.0,1941357.0,100000.0,0,0,1,0,1,1,0,0,0,0
44,0.404007513,122861.63,500000,47231199.0,59988161.0,2100000.0,1,0,0,0,0,0,0,0,1,1
3,0.431734172,53751.0,56000,0.0,9881077.0,100000.0,0,0,0,0,1,0,1,0,0,3
5,0.1565259963,0.0,150000,3214239.0,11085102.0,100000.0,0,1,0,1,1,1,0,0,0,0
4,0.5919934649,0.0,100000,0.0,8546762.0,96000.0,0,0,0,0,1,0,0,1,0,2
4,0.0,0.0,550000,230055153.0,421397565.0,2790000.0,0,0,0,0,0,0,0,0,1,1
0,0.2394745641,0.0,49000,52862.0,55640.0,2000.0,0,0,0,0,0,1,0,0,0,0
0,0.4801313607,10182.46,22000,328608.0,1915599.0,50000.0,0,0,0,0,0,1,0,0,0,0
0,0.2920174857,0.0,100000,1912800.0,2671497.0,100000.0,0,0,0,0,1,1,0,0,0,0
0,0.4042398401,0.0,40000,0.0,533787.0,500000.0,0,0,0,0,0,0,0,1,0,2
25,0.3599633391,27856.0,400000,1114977000.0,2770099000.0,3830000.0,0,0,0,1,0,0,0,0,1,1
0,0.0,0.0,35000,0.0,36973949.0,60000.0,0,0,0,0,0,0,1,0,0,3
3,0.3182457651,0.0,30000,821397.0,2885222.0,30000.0,1,0,0,0,0,0,1,0,0,3
0,0.0,0.0,220000,43873946.0,266200496.0,1000000.0,1,0,0,0,0,0,0,1,0,2
18,0.0,0.0,20000,188606.0,611066.0,50000.0,0,1,0,0,1,0,1,0,0,3
0,0.0,0.0,30000,2049007.0,2723790.0,200000.0,1,0,0,0,0,0,0,0,1,1
10,0.3300473189,10244.8,130000,3903114.0,7817771.0,140000.0,1,0,0,0,0,0,0,0,1,1
0,0.4603502235,5217.34,50000,735004.0,1368359.0,100000.0,0,0,0,0,0,1,0,0,0,0
0,0.5142709494,3666.6,35000,95417.0,342342.0,5000.0,0,1,0,0,1,1,0,0,0,0
27,0.292221121,4133.34,1200000,34362915.0,44086159.0,1500000.0,0,0,0,0,0,0,0,0,1,1
0,0.3311583626,29700.0,20000,0.0,1225890.0,60000.0,0,0,0,0,0,1,0,0,0,0
39,0.3212366949,0.0,58000,3460705.0,731601.0,60000.0,0,1,0,0,1,0,0,0,1,1
2,0.4192947324,4995.69,45000,915655.0,3172054.0,300000.0,0,0,0,0,0,1,0,0,0,0
40,0.4932755544,0.0,600000000,230312860.0,460528495.0,100000000.0,0,0,0,0,0,0,0,1,0,2
64,0.4266519022,1276462.66,1800000,40876769.0,119702196.0,2000000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,20000,3589847.0,6936281.0,125000.0,0,0,0,0,1,0,0,1,0,2
2,0.4159864378,1315.0,6500,151839.0,133594.0,100000.0,0,1,0,0,1,1,0,0,0,0
0,0.0,0.0,100000,4015491.0,5597867.0,400000.0,1,0,0,0,0,0,1,0,0,3
62,0.356487366,3960.0,30000,11288225.0,10598406.0,150000.0,0,0,0,0,1,0,0,1,0,2
116,0.0,0.0,50000,0.0,1272586.0,100000.0,0,0,1,0,1,1,0,0,0,0
7,0.4280845933,134163.27,600000,13114259.0,22898154.0,8050000.0,1,0,0,0,0,0,0,0,1,1
14,0.3718639226,49782.66,120000,10917722.0,23942754.0,90000.0,1,0,0,0,0,0,0,0,1,1
3,0.4490248301,0.0,15000,998080.0,554442.0,40000.0,0,0,0,0,0,1,0,0,0,0
53,0.2648957305,33420.0,170000,24618228.0,9139060.0,450000.0,1,0,0,0,0,0,0,0,1,1
2,0.4292493181,0.0,50000,6731956.0,4330262.0,400000.0,1,0,0,0,0,0,0,0,1,1
13,0.0,0.0,400000,23756949.0,39794167.0,1600000.0,0,0,0,0,0,0,0,1,0,2
4,0.3215924557,0.0,100000,9536393.0,10554395.0,400000.0,0,0,0,0,1,0,0,0,1,1
0,0.3618428774,3051.0,150000,790753.0,1037829.0,67800.0,0,0,0,0,1,0,1,0,0,3
137,0.4127660012,523457.15,900000,30931967.0,76783102.0,700000.0,0,0,0,0,1,0,0,0,1,1
32,0.3787503216,537860.61,2000000,24714749.0,43077966.0,500000.0,0,0,0,0,0,0,0,1,0,2
4,0.5594679562,0.0,30000,0.0,5497982.0,200000.0,0,0,0,0,1,0,0,0,1,1
0,0.5245907919,0.0,10000,0.0,10002674.0,100000.0,0,0,0,0,1,0,0,1,0,2
57,0.0,0.0,100000,1969022.0,2326289.0,460000.0,0,0,0,0,0,0,0,0,1,1
14,0.0,0.0,3000000,3634506000.0,6426115000.0,511903186.0,0,0,0,1,0,0,1,0,0,3
19,0.627481068,102962.08,500000,849544.0,12976622.0,200000.0,0,0,0,0,0,1,0,0,0,0
7,0.2477316285,0.0,60000,0.0,3417523.0,950000.0,0,0,0,0,1,0,1,0,0,3
0,0.5314770587,0.0,15000,83251.0,0.0,50000.0,0,1,0,1,1,1,0,0,0,0
4,0.5807346049,0.0,50000,0.0,32135685.0,153000.0,0,0,0,0,0,0,0,1,0,2
4,0.0,0.0,1965000,315477003.0,248078280.0,2000000.0,0,0,0,0,0,1,0,0,0,0
3,0.5775383164,1157142.87,2100000,71947895.0,79006524.0,250000.0,1,0,0,0,0,0,0,0,1,1
4,0.2056178239,0.0,160000,4517091.0,8833287.0,587590.0,1,0,0,0,0,0,1,0,0,3
8,0.4551108334,0.0,25000,0.0,1744419.0,100000.0,0,0,0,0,0,0,0,1,0,2
96,0.3119879327,14117.8,235000,7861450.0,16839745.0,1400000.0,1,0,0,0,0,0,1,0,0,3
4,0.6174473538,0.0,150000,4790991.0,11762657.0,520000.0,1,0,0,0,0,0,0,0,1,1
8,0.0902350427,0.0,40000,0.0,6249932.0,500000.0,0,0,0,0,1,0,1,0,0,3
36,0.2096343179,0.0,50000,7160901.0,20510.0,990000.0,0,1,0,0,1,0,0,1,0,2
0,0.4622503682,0.0,20000,0.0,5392166.0,110000.0,0,0,0,0,1,1,0,0,0,0
0,0.0,0.0,40000,266180.0,317524.0,15500000.0,0,0,0,1,0,0,0,1,0,2
0,0.3887629604,0.0,49000,0.0,17557920.0,100000.0,0,0,0,0,0,1,0,0,0,0
0,0.0,0.0,600000,21707575.0,5139435.0,152000.0,1,0,0,0,0,0,0,0,1,1
6,0.678246753,0.0,150000,995622.0,3455292.0,100000.0,0,0,0,0,0,1,0,0,0,0
0,0.5338018727,0.0,70000,8143435.0,17461824.0,100000.0,0,0,0,0,1,0,0,0,1,1
16,0.0,0.0,350000,3323683.0,13983957.0,30000.0,1,0,0,0,0,0,1,0,0,3
0,0.5584787879,0.0,20000,0.0,1140620.0,300000.0,0,1,0,0,1,1,0,0,0,0
0,0.4467048159,3200.0,25000,0.0,1066223.0,100000.0,0,0,0,0,0,0,1,0,0,3
0,0.4708778571,0.0,40000,1621601.0,1196163.0,500000.0,0,0,0,0,1,0,0,0,1,1
0,0.497432274,43669.58,150000,10314290.0,3808288.0,105000.0,0,0,0,0,1,0,1,0,0,3
4,0.1944290909,0.0,200000,2336218.0,1366363.0,100000.0,0,1,0,0,1,1,0,0,0,0
5,0.2909285078,0.0,30000,2113093.0,1318937.0,300000.0,0,0,0,0,0,0,0,0,1,1
2,0.0,0.0,80000,24659229.0,70915028.0,2100000.0,1,0,0,0,0,0,1,0,0,3
49,0.4754952498,161410.78,200000,1080065.0,3396494.0,10000.0,0,0,0,0,1,0,0,0,1,1
25,0.5137842151,16651.38,270000,28497919.0,33399059.0,421330.0,0,0,0,0,0,0,0,0,1,1
3,0.6083744908,0.0,15000,8927816.0,8211664.0,70000.0,0,0,0,0,1,0,0,0,1,1
9,0.188183188,0.0,49500,8533714.0,4901919.0,200000.0,0,0,0,0,1,0,0,1,0,2
4,0.0,0.0,220000,9843161.0,6372885.0,500000.0,1,0,0,0,0,0,0,1,0,2
0,0.2550833341,0.0,150000,1602524.0,2690652.0,800000.0,0,0,0,0,1,0,0,1,0,2
18,0.3281013927,0.0,500000,11168928.0,0.0,2500000.0,0,0,0,0,0,0,1,0,0,3
2,0.0,0.0,20000,450614.0,624350.0,40000.0,0,0,0,0,1,0,0,1,0,2
0,0.3792333333,0.0,200000,5998165.0,13524430.0,80000.0,1,0,0,0,0,0,0,1,0,2
0,0.5820496633,0.0,70000,562123.0,2798698.0,250000.0,0,0,0,0,1,1,0,0,0,0
4,0.6004793263,0.0,30000,0.0,1208910.0,20000.0,0,1,0,0,0,1,0,0,0,0
0,0.6065299819,0.0,15000,300303.0,0.0,90000.0,0,0,0,0,1,0,1,0,0,3
0,0.4223009259,0.0,70000,3343429.0,0.0,50000.0,0,0,0,0,0,0,0,1,0,2
20,0.3207537313,2680.0,120000,1154730.0,13674293.0,100000.0,0,0,0,0,0,1,0,0,0,0
51,0.0,0.0,60000,37944063.0,94624291.0,100000.0,0,0,0,0,0,0,0,0,1,1
0,0.3682398777,0.0,60000,0.0,7404178.0,1000000.0,0,0,0,0,0,0,0,0,1,1
19,0.0,0.0,100000,9984065.0,11336385.0,100000.0,0,0,0,0,0,0,0,0,1,1
0,0.0,0.0,20000,18083486000.0,3508552000.0,1000.0,0,0,0,1,0,1,0,0,0,0
4,0.5831457223,28100.0,50000,443546.0,1817402.0,200000.0,0,0,0,0,0,1,0,0,0,0
5,0.5334974985,0.0,20000,196777.0,1102503.0,35000.0,0,1,0,0,0,0,0,0,1,1
0,0.6239799479,230400.0,1000000,766925041.0,559938205.0,49355000.0,0,0,0,1,0,0,0,0,1,1
17,0.6030265525,3194.67,20000,19096174.0,25026591.0,10000000.0,1,0,0,0,0,0,0,0,1,1
